epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202017,2020-04-21,41,PE,,26,state,2908,30.23931,218,260,26,0.0894,9616621,False,False
202017,2020-04-20,40,PE,,26,state,2690,27.9724,231,234,18,0.087,9616621,False,False
202017,2020-04-19,39,PE,,26,state,2459,25.57031,266,216,11,0.0878,9616621,False,False
202016,2020-04-18,38,PE,,26,state,2193,22.80427,187,205,19,0.0935,9616621,False,False
202016,2020-04-17,37,PE,,26,state,2006,20.85972,323,186,26,0.0927,9616621,False,False
202016,2020-04-16,36,PE,,26,state,1683,17.50095,199,160,17,0.0951,9616621,False,False
202016,2020-04-15,35,PE,,26,state,1484,15.43162,200,143,28,0.0964,9616621,False,False
202016,2020-04-14,34,PE,,26,state,1284,13.35188,130,115,13,0.0896,9616621,False,False
202016,2020-04-13,33,PE,,26,state,1154,12.00006,194,102,17,0.0884,9616621,False,False
202016,2020-04-12,32,PE,,26,state,960,9.98272,144,85,13,0.0885,9616621,False,False
202015,2020-04-11,31,PE,,26,state,816,8.48531,132,72,7,0.0882,9616621,False,False
202015,2020-04-10,30,PE,,26,state,684,7.11269,129,65,9,0.095,9616621,False,False
202015,2020-04-09,29,PE,,26,state,555,5.77126,154,56,10,0.1009,9616621,False,False
202015,2020-04-08,28,PE,,26,state,401,4.16986,49,46,12,0.1147,9616621,False,False
202015,2020-04-07,27,PE,,26,state,352,3.66033,129,34,4,0.0966,9616621,False,False
202015,2020-04-06,26,PE,,26,state,223,2.3189,22,30,9,0.1345,9616621,False,False
202015,2020-04-05,25,PE,,26,state,201,2.09013,25,21,7,0.1045,9616621,False,False
202014,2020-04-04,24,PE,,26,state,176,1.83016,40,14,4,0.0795,9616621,False,False
202014,2020-04-03,23,PE,,26,state,136,1.41422,30,10,1,0.0735,9616621,False,False
202014,2020-04-02,22,PE,,26,state,106,1.10226,11,9,1,0.0849,9616621,False,False
202014,2020-04-01,21,PE,,26,state,95,0.98787,8,8,2,0.0842,9616621,False,False
202014,2020-03-31,20,PE,,26,state,87,0.90468,10,6,0,0.069,9616621,False,False
202014,2020-03-30,19,PE,,26,state,77,0.8007,4,6,1,0.0779,9616621,False,False
202014,2020-03-29,18,PE,,26,state,73,0.7591,5,5,0,0.0685,9616621,False,False
202013,2020-03-28,17,PE,,26,state,68,0.70711,11,5,1,0.0735,9616621,False,False
202013,2020-03-27,16,PE,,26,state,57,0.59272,9,4,1,0.0702,9616621,False,False
202013,2020-03-26,15,PE,,26,state,48,0.49914,2,3,2,0.0625,9616621,False,False
202013,2020-03-25,14,PE,,26,state,46,0.47834,4,1,1,0.0217,9616621,False,False
202013,2020-03-24,13,PE,,26,state,42,0.43674,0,0,0,0.0,9616621,False,False
202013,2020-03-23,12,PE,,26,state,42,0.43674,5,0,0,0.0,9616621,False,False
202013,2020-03-22,11,PE,,26,state,37,0.38475,4,0,0,0.0,9616621,False,False
202012,2020-03-21,10,PE,,26,state,33,0.34316,2,0,0,0.0,9616621,False,False
202012,2020-03-20,9,PE,,26,state,31,0.32236,3,0,0,0.0,9616621,False,False
202012,2020-03-19,8,PE,,26,state,28,0.29116,9,0,0,0.0,9616621,False,False
202012,2020-03-18,7,PE,,26,state,19,0.19757,1,0,0,0.0,9616621,False,False
202012,2020-03-17,6,PE,,26,state,18,0.18718,10,0,0,0.0,9616621,False,False
202012,2020-03-16,5,PE,,26,state,8,0.08319,0,0,0,0.0,9616621,False,False
202012,2020-03-15,4,PE,,26,state,8,0.08319,1,0,0,0.0,9616621,False,False
202011,2020-03-14,3,PE,,26,state,7,0.07279,5,0,0,0.0,9616621,False,False
202011,2020-03-13,2,PE,,26,state,2,0.0208,0,0,0,0.0,9616621,False,False
202011,2020-03-12,1,PE,,26,state,2,0.0208,2,0,0,0.0,9616621,False,False
